YEARMONTH,EPISODE_ID,EVENT_ID,LOCATION_INDEX,RANGE,AZIMUTH,LOCATION,LATITUDE,LONGITUDE,LAT2,LON2
202205,167225,1012157,1,2.74,"NE","TAMINA",30.21,-95.4,3012600,9524000
202205,167228,1022479,1,1.53,"ENE","LINE KILN",34.7758,-88.0039,3446548,88234
202205,167215,1012076,1,.9,"SE","ELDEN",39.6198,-79.3896,3937188,7923376
202205,167198,1011976,1,3,"NW","ROCK CREEK",41.7007,-80.9111,4142042,8054666
202205,167215,1012075,1,1.42,"SSE","NEELER GLADE",39.6117,-79.4678,3936702,7928068
202206,168147,1018084,1,2.82,"S","BARTLETTSVILLE",38.93,-86.44,3855800,8626400
202206,168147,1018085,1,1.27,"WNW","TAYLORSVILLE",39.31,-85.97,3918600,8558200
202206,168147,1018086,1,.53,"W","EDINBURG",39.35,-85.98,3921000,8558800
202206,168180,1018080,1,1.47,"SSW","DEARBORN HGTS",42.35,-83.29,4221000,8317400
202206,168180,1018081,1,1.02,"E","DETROIT",42.33,-83.05,4219800,833000
202206,168180,1028834,1,.86,"SE","GROSSE PT PARK",42.36,-82.91,4221600,8254600
202206,168180,1028837,1,.23,"N","GROSSE PT SHRS",42.4333,-82.8705,4225998,8252230
202206,168180,1028838,1,2.07,"S","NANKIN MILLS",42.32,-83.38,4219200,8322800
202206,168180,1028841,1,2,"SSE","GARDEN CITY",42.293,-83.316,4217580,8318960
202206,168180,1028843,1,.38,"SW","DEARBORN HGTS",42.366,-83.285,4221960,8317100
202206,168184,1018115,1,1.39,"N","CONNERSVILLE",39.6698,-85.1254,3940188,857524
202206,168184,1018116,1,2.61,"SW","EAST RICHMOND ARPT",39.79,-84.86,3947400,8451600
202206,168184,1018117,1,1.43,"NE","CONNERSVILLE",39.6646,-85.111,3939876,856660
202206,168184,1018117,2,1.48,"NE","CONNERSVILLE",39.665,-85.11,3939900,856600
202206,168184,1018117,3,1.43,"NE","CONNERSVILLE",39.6637,-85.11,3939822,856600
202206,168184,1018117,4,1.38,"NE","CONNERSVILLE",39.664,-85.1115,3939840,856690
202206,168184,1018118,1,1.37,"E","WATERLOO",39.7011,-85.0743,3942066,854458
202206,168184,1018118,2,1.37,"E","WATERLOO",39.698,-85.0743,3941880,854458
202206,168184,1018118,3,1.67,"E","WATERLOO",39.6984,-85.0686,3941904,854116
202206,168184,1018118,4,1.61,"E","WATERLOO",39.7014,-85.0698,3942084,854188
202206,168185,1018119,1,0,"N","BROOKSVILLE",38.68,-84.07,3840800,844200
202205,167228,1022483,1,1.15,"SW","HILLSBORO",34.6174,-87.1931,3437044,8711586
202205,167228,1022484,1,1,"NNW","COURTLAND AIRFIELD",34.6837,-87.3358,3441022,8720148
202202,165238,998470,4,2.14,"WNW","OWENTON",38.5408,-84.867,3832448,8452020
202202,165238,998471,1,2.07,"N","KNOXVILLE",38.73,-84.5,3843800,8430000
202202,165238,998471,2,2.42,"N","KNOXVILLE",38.7349,-84.5039,3844094,8430234
202202,165238,998471,3,1.92,"S","GARDNERSVILLE",38.7423,-84.5027,3844538,8430162
202202,165238,998471,4,1.89,"S","GARDNERSVILLE",38.7427,-84.4996,3844562,8429976
202202,165238,998472,1,1.76,"WNW","PORTLAND",38.76,-84.46,3845600,8427600
202202,165238,998472,2,2,"E","GARDNERSVILLE",38.7658,-84.4634,3845948,8427804
202202,165238,998472,3,1.89,"NW","PORTLAND",38.7669,-84.4575,3846014,8427450
202202,165238,998472,4,1.47,"NW","PORTLAND",38.763,-84.4516,3845780,8427096
202202,165238,998473,1,1.75,"NW","MORANBURG",38.69,-83.82,3841400,8349200
202202,165238,998473,2,2.24,"NNW","MORANBURG",38.6978,-83.8213,3841868,8349278
202202,165238,998473,3,1.53,"N","MORANBURG",38.692,-83.8026,3841520,8348156
202202,165238,998473,4,1.33,"N","MORANBURG",38.689,-83.8044,3841340,8348264
202202,165238,998474,1,.58,"NE","SOUTHGATE",39.0553,-84.4415,393318,8426490
202202,165238,998474,2,.51,"NW","BRENT",39.0551,-84.437,393306,8426220
202202,165238,998474,3,.48,"NNW","BRENT",39.0558,-84.435,393348,8426100
202202,165238,998474,4,.59,"NNW","BRENT",39.0574,-84.4356,393444,8426136
202202,165238,998475,1,.23,"E","SANTA FE",38.58,-84.1157,3834800,846942
202202,165238,998475,2,1.21,"SSE","SANTA FE",38.5645,-84.1095,3833870,846570
202202,165238,998475,3,1.95,"WSW","MILFORD",38.5705,-84.1841,3834230,8411046
202202,165238,998475,4,1.78,"WNW","MILFORD",38.5889,-84.181,3835334,8410860
202202,165238,998475,5,.98,"NNW","SANTA FE",38.592,-84.1295,3835520,847770
202202,165246,1008980,1,11,"ENE","ZORTMAN",47.9809,-108.3104,4758854,10818624
202202,165246,1008983,1,11,"ENE","ZORTMAN",47.9809,-108.3104,4758854,10818624
202202,165246,1008993,1,1,"ESE","PHILLIPS",48.0745,-108.15,484470,1089000
202202,165246,1008995,1,1,"NNE","GLASGOW",48.2134,-106.6217,4812804,10637302
202202,165246,1008996,1,1,"NNE","GLASGOW",48.2134,-106.6217,4812804,10637302
202202,165246,1008997,1,2,"WNW","MALTA",48.3611,-107.9102,4821666,10754612
202202,165254,998681,1,0,"N","OLGA",37.1,-92.92,376000,9255200
202202,165254,998681,2,.36,"SSE","OLGA",37.0952,-92.9175,375712,9255050
202202,165254,998681,3,.49,"SSW","OLGA",37.0932,-92.9227,375592,9255362
202202,165254,998681,4,.3,"WSW","OLGA",37.0983,-92.925,375898,9255500
202202,165254,998682,1,.88,"NE","ANN",37.04,-92.19,372400,9211400
202202,165254,998682,2,.75,"NE","ANN",37.0388,-92.192,372328,9211520
202202,165254,998682,3,.71,"NE","ANN",37.0365,-92.1901,372190,9211406
202202,165254,998682,4,.92,"NE","ANN",37.0387,-92.1874,372322,9211244
202202,165254,998683,1,.55,"E","SLIGO",37.78,-91.37,3746800,9122200
202202,165254,998683,2,.96,"SE","SLIGO",37.7712,-91.3664,3746272,9121984
202202,165254,998683,3,.62,"SSE","SLIGO",37.7714,-91.3766,3746284,9122596
202202,165254,998683,4,.23,"E","SLIGO",37.7794,-91.3759,3746764,9122554
202202,165254,998684,1,2.3,"ENE","RAT",37.39,-91.19,3723400,9111400
202202,165254,998684,2,2.32,"ENE","RAT",37.3896,-91.1895,3723376,9111370
202202,165254,998684,3,2.28,"ENE","RAT",37.3893,-91.1901,3723358,9111406
202202,165254,998684,4,2.28,"ENE","RAT",37.3898,-91.1904,3723388,9111424
202202,165254,998685,1,2.76,"W","AVA MUNI MEML ARPT",36.97,-92.73,3658200,9243800
202202,165254,998685,2,2.26,"W","AVA MUNI MEML ARPT",36.9654,-92.7206,3657924,9243236
202202,165254,998685,3,2.49,"WSW","AVA MUNI MEML ARPT",36.9621,-92.724,3657726,9243440
202202,165254,998685,4,2.61,"NNE","ARNO",36.9647,-92.7314,3657882,9243884
202202,165254,998686,1,1.49,"SSE","OLATHE",37.01,-92.52,37600,9231200
202202,165254,998686,2,1.55,"SSE","OLATHE",37.009,-92.5198,37540,9231188
202202,165254,998686,3,1.52,"SSE","OLATHE",37.0091,-92.5218,37546,9231308
202202,165254,998686,4,1.45,"SSE","OLATHE",37.0102,-92.5214,37612,9231284
202202,165254,998687,1,4.42,"NE","MANSFIELD",37.17,-92.53,3710200,9231800
202202,165254,998687,2,3.94,"NE","MANSFIELD",37.1648,-92.5358,379888,9232148
202202,165254,998687,3,4.22,"NE","MANSFIELD",37.1637,-92.5266,379822,9231596
202202,165254,998687,4,4.53,"NE","MANSFIELD",37.1684,-92.5243,3710104,9231458
202202,165254,998688,1,1.79,"WNW","RAYBORN",37.31,-92.4,3718600,9224000
202202,165254,998688,2,1.61,"WNW","RAYBORN",37.3128,-92.3944,3718768,9223664
202202,165254,998688,3,2,"WNW","RAYBORN",37.3158,-92.4004,3718948,9224024
202202,165254,998688,4,2.08,"WNW","RAYBORN",37.3135,-92.4038,3718810,9224228
202202,165254,998689,1,1.79,"ENE","AVA",36.96,-92.62,3657600,9237200
202202,165254,998689,2,1.31,"ENE","AVA",36.9553,-92.6271,3657318,9237626
202202,165254,998689,3,1.65,"E","AVA",36.9526,-92.6203,3657156,9237218
202202,165254,998689,4,1.89,"ENE","AVA",36.9567,-92.6168,3657402,9237008
202202,165254,998691,1,2.82,"WNW","STONE HILL",37.61,-91.4,3736600,9124000
202202,165254,998691,2,2.61,"WNW","STONE HILL",37.61,-91.3959,3736600,9123754
202202,165254,998691,3,2.71,"WNW","STONE HILL",37.6127,-91.3968,3736762,9123808
202202,165254,998691,4,2.91,"WNW","STONE HILL",37.6129,-91.4005,3736774,9124030
202202,165254,998692,1,1.1,"W","CLEAR SPGS",37.1,-91.89,376000,9153400
202202,165254,998692,2,1.33,"WSW","CLEAR SPGS",37.0962,-91.8936,375772,9153616
202202,165254,998692,3,1.78,"W","CLEAR SPGS",37.0996,-91.9023,375976,9154138
202202,165254,998692,4,1.52,"W","CLEAR SPGS",37.104,-91.8972,376240,9153832
202202,165254,998693,1,.88,"SE","MACOMB",37.09,-92.49,375400,9229400
202202,165254,998693,2,1.02,"SE","MACOMB",37.0878,-92.4896,375268,9229376
202202,165254,998693,3,.88,"SSE","MACOMB",37.0879,-92.4952,375274,9229712
202202,165254,998693,4,.75,"SSE","MACOMB",37.09,-92.495,375400,9229700
202202,165256,1000151,1,.55,"E","EXETER",36.67,-93.92,3640200,9355200
202202,165256,1000152,1,2.16,"SE","RIDGEDALE",36.5,-93.22,3630000,9313200
202202,165280,1007369,1,2.66,"WSW","SCOTTSBORO",34.65,-86.07,3439000,864200
202202,165280,1007369,2,2.25,"WSW","SCOTTSBORO",34.652,-86.0629,3439120,863774
202202,165280,1007369,3,2.26,"WSW","SCOTTSBORO",34.6546,-86.0652,3439276,863912
202202,165280,1007369,4,2.62,"WSW","SCOTTSBORO",34.6532,-86.0713,3439192,864278
202202,165280,1007370,1,.89,"NE","WOODVILLE",34.64,-86.27,3438400,8616200
202202,165280,1007370,2,.79,"NE","WOODVILLE",34.6367,-86.2687,3438202,8616122
202202,165280,1007370,3,.58,"NE","WOODVILLE",34.6367,-86.2737,3438202,8616422
202202,165280,1007370,4,.79,"NNE","WOODVILLE",34.6402,-86.2738,3438412,8616428
202202,165280,1007371,1,1.33,"ESE","KYLES",34.79,-85.98,3447400,8558800
202202,165280,1007371,2,1.57,"ESE","KYLES",34.7906,-85.9747,3447436,8558482
202202,165280,1007371,3,1.82,"ESE","KYLES",34.7862,-85.9727,3447172,8558362
202202,165280,1007371,4,1.5,"SE","KYLES",34.7853,-85.9805,3447118,8558830
202202,165280,1007372,1,4.74,"WSW","OLALEE",34.88,-86.01,3452800,86600
202202,165280,1007372,2,4.26,"WSW","OLALEE",34.8841,-86.0026,3453046,86156
202202,165280,1007372,3,3.54,"WSW","OLALEE",34.8823,-85.9887,3452938,8559322
202202,165280,1007372,4,4.05,"WSW","OLALEE",34.8763,-85.9954,3452578,8559724
202202,165280,1007373,1,.69,"S","SWAIM",34.86,-86.2,3451600,8612000
202202,165280,1007373,2,.39,"SSE","SWAIM",34.8648,-86.1974,3451888,8611844
202202,165280,1007373,3,.96,"SE","SWAIM",34.8602,-86.1879,3451612,8611274
202202,165280,1007373,4,1.39,"S","SWAIM",34.8501,-86.1968,3451006,8611808
202202,165280,1008589,1,2.15,"SSW","HAZEL GREEN",34.9021,-86.597,3454126,8635820
202202,165280,1008589,2,1.65,"SW","SULPHUR SPGS",34.9043,-86.5419,3454258,8632514
202202,165280,1008590,1,.89,"NE","CARTWRIGHT",34.88,-87.06,3452800,873600
202202,165280,1008591,1,.89,"NE","CARTWRIGHT",34.88,-87.06,3452800,873600
202202,165280,1008592,1,.57,"W","ROGERSVILLE",34.83,-87.29,3449800,8717400
202202,165280,1008593,1,.89,"SW","TOONERSVILLE",34.86,-87.34,3451600,8720400
202202,165280,1008594,1,.89,"NE","CARTWRIGHT",34.88,-87.06,3452800,873600
202202,165280,1008595,1,1.49,"SSW","TRINITY",34.6,-87.09,3436000,875400
202202,165280,1008596,1,.89,"SE","HAZEL GREEN",34.92,-86.57,3455200,8634200
202202,165281,1007374,1,.69,"S","LYNCHBURG",35.27,-86.38,3516200,8622800
202202,165281,1007374,2,.56,"ESE","LYNCHBURG",35.2761,-86.3713,3516566,8622278
202202,165281,1007374,3,.02,"ESE","LYNCHBURG",35.2799,-86.3797,3516794,8622782
202202,165281,1007374,4,.8,"SSW","LYNCHBURG",35.2701,-86.3875,3516206,8623250
202202,165281,1007375,1,1.49,"NNW","LOIS",35.25,-86.38,3515000,8622800
202202,165281,1007375,2,1.79,"SSW","LYNCHBURG",35.2561,-86.3924,3515366,8623544
202202,165281,1007375,3,1.41,"SSW","LYNCHBURG",35.2608,-86.3882,3515648,8623292
202202,166409,1011502,1,.75,"N","PIEDMONT",40.1909,-81.1999,4011454,8111994
202202,166409,1011502,2,.72,"NNE","PIEDMONT",40.1898,-81.1954,4011388,8111724
202202,166409,1011502,3,2.42,"SE","MOOREFIELD",40.172,-81.1426,4010320,818556
202202,166409,1011502,4,2.83,"ESE","PIEDMONT",40.1613,-81.1523,409678,819138
202202,166409,1011502,5,.57,"WNW","PIEDMONT",40.1822,-81.2104,4010932,8112624
202202,166409,1011503,1,2.13,"ESE","RANDLE",40.3134,-81.8905,4018804,8153430
202202,166409,1011503,2,2.73,"ENE","TYRONE",40.2704,-81.9355,4016224,8156130
202202,166409,1011503,3,1.95,"NE","TYNDALL",40.2368,-81.8503,4014208,8151018
202202,166409,1011503,4,.48,"WSW","CANAL LEWISVILLE",40.2965,-81.8379,4017790,8150274
202202,166421,1006573,1,0,"N","SHAWNEETOWN",37.7,-88.13,3742000,887800
202202,166421,1006573,2,1.7,"SW","SHAWNEETOWN",37.6817,-88.1507,3740902,889042
202202,166421,1006573,3,1.62,"SSW","SHAWNEETOWN",37.6789,-88.143,3740734,888580
202202,166421,1006573,4,.26,"SE","SHAWNEETOWN",37.6971,-88.127,3741826,887620
202202,166422,1006574,1,1.93,"ESE","NEWBURGH",37.9404,-87.3867,3756424,8723202
202202,166422,1006574,2,1.13,"SW","YANKEETOWN",37.9104,-87.3168,3754624,8719008
202202,166422,1006574,3,1.8,"SW","YANKEETOWN",37.9035,-87.3255,3754210,8719530
202202,166422,1006574,4,1.89,"ESE","NEWBURGH",37.9358,-87.3904,3756148,8723424
202202,166422,1006575,1,.88,"SW","MT VERNON",37.9208,-87.9112,3755248,8754672
202202,166422,1006575,2,.72,"SW","HOVEY",37.8932,-87.9401,3753592,8756406
202202,166422,1006575,3,.53,"SSW","HOVEY",37.8929,-87.9335,3753574,8756010
202202,166422,1006575,4,1.04,"SSW","MT VERNON",37.9167,-87.909,3755002,8754540
202202,166423,1006576,1,1.01,"W","UNIONTOWN",37.7702,-87.9485,3746212,8756910
202202,166423,1006576,2,2.61,"WNW","UNIONTOWN",37.7818,-87.9755,3746908,8758530
202202,166423,1006576,3,2.6,"W","UNIONTOWN",37.7737,-87.9774,3746422,8758644
202202,166423,1006576,4,.83,"WSW","UNIONTOWN",37.7643,-87.9434,3745858,8756604
202202,166423,1006577,1,0,"N","PARADISE",37.27,-86.98,3716200,8658800
202202,166423,1006577,2,1.68,"N","PARADISE",37.2944,-86.9798,3717664,8658788
202202,166423,1006577,3,1.82,"NNW","PARADISE",37.2956,-86.9876,3717736,8659256
202202,166423,1006577,4,.39,"W","PARADISE",37.2701,-86.9871,3716206,8659226
202202,166444,1007653,1,1.48,"WNW","NARANJITO",18.29,-66.25,1817400,6615000
202202,166444,1007653,2,1.79,"WNW","NARANJITO",18.2894,-66.2555,1817364,6615330
202202,166444,1007653,3,1.69,"WNW","NARANJITO",18.2852,-66.2552,1817112,6615312
202202,166444,1007653,4,1.35,"WNW","NARANJITO",18.2859,-66.2496,1817154,6614976
202202,166444,1007654,1,3.35,"WNW","TOA BAJA",18.44,-66.25,1826400,6615000
202202,166444,1007654,2,3.82,"WNW","TOA BAJA",18.4461,-66.2558,1826766,6615348
202202,166444,1007654,3,3.74,"W","TOA BAJA",18.4346,-66.2569,1826076,6615414
202202,166444,1007654,4,3.24,"W","TOA BAJA",18.4334,-66.2494,1826004,6614964
202202,166444,1007657,1,7.06,"NNW","SAN JUAN",18.4651,-66.1096,1827906,666576
202202,166444,1007657,2,7.22,"NW","SAN JUAN",18.4656,-66.1132,1827936,666792
202202,166444,1007657,3,7.11,"NW","SAN JUAN",18.4635,-66.1135,1827810,666810
202202,166444,1007657,4,6.99,"NW","SAN JUAN",18.4639,-66.1096,1827834,666576
202202,166444,1007659,1,1.48,"WSW","TOA BAJA",18.42,-66.22,1825200,6613200
202202,166444,1007659,2,2.19,"WSW","TOA BAJA",18.4169,-66.2304,1825014,6613824
202202,166444,1007659,3,1.79,"SW","TOA BAJA",18.4127,-66.2202,1824762,6613212
202202,166444,1007659,4,1.29,"SW","TOA BAJA",18.4168,-66.2139,1825008,6612834
202202,166444,1007662,1,2.86,"NW","SAN JUAN",18.41,-66.08,1824600,664800
202202,166444,1007662,2,3.18,"NW","SAN JUAN",18.4154,-66.0809,1824924,664854
202202,166444,1007662,3,3.18,"NW","SAN JUAN",18.4169,-66.079,1825014,664740
202202,166444,1007662,4,2.82,"NW","SAN JUAN",18.4127,-66.0757,1824762,664542
202202,166444,1007665,1,2.61,"NE","BAYAMON",18.3811,-66.1474,1822866,668844
202202,166444,1007665,2,2.7,"NE","BAYAMON",18.3814,-66.1454,1822884,668724
202202,166444,1007665,3,2.57,"NE","BAYAMON",18.3789,-66.1454,1822734,668724
202202,166444,1007665,4,2.48,"NE","BAYAMON",18.3791,-66.1477,1822746,668862
202202,166444,1007666,1,2.17,"SSW","TOA BAJA",18.4,-66.21,1824000,6612600
202202,166444,1007666,2,2.32,"SSW","TOA BAJA",18.3998,-66.2155,1823988,6612930
202202,166444,1007666,3,2.48,"SSW","TOA BAJA",18.3973,-66.2157,1823838,6612942
202202,166444,1007666,4,2.32,"SSW","TOA BAJA",18.3978,-66.2098,1823868,6612588
202202,166444,1007667,1,4.84,"N","BAYAMON",18.42,-66.17,1825200,6610200
202202,166444,1007667,2,5.2,"N","BAYAMON",18.4252,-66.1686,1825512,6610116
202202,166444,1007667,3,5.41,"N","BAYAMON",18.4277,-66.1601,1825662,669606
202202,166444,1007667,4,5.08,"N","BAYAMON",18.4227,-66.1581,1825362,669486
202202,166444,1007668,1,.49,"S","VEGA ALTA",18.4129,-66.3304,1824774,6619824
202202,166444,1007668,2,.44,"SW","VEGA ALTA",18.4149,-66.334,1824894,6620040
202202,166444,1007668,3,.67,"SSW","VEGA ALTA",18.4115,-66.3348,1824690,6620088
202202,166444,1007668,4,.62,"S","VEGA ALTA",18.411,-66.3307,1824660,6619842
202202,166444,1007669,1,1.89,"WSW","TOA BAJA",18.4179,-66.2258,1825074,6613548
202202,166444,1007669,2,1.93,"SW","TOA BAJA",18.4129,-66.2232,1824774,6613392
202202,166444,1007669,3,1.3,"SW","TOA BAJA",18.4149,-66.2119,1824894,6612714
202202,166444,1007669,4,1.15,"SW","TOA BAJA",18.4199,-66.214,1825194,6612840
202202,166444,1007672,1,2.32,"SSW","TOA BAJA",18.3972,-66.2077,1823832,6612462
202202,166444,1007672,2,2.55,"SSE","TOA BAJA",18.3955,-66.1861,1823730,6611166
202202,166444,1007672,3,2.93,"SSE","TOA BAJA",18.3886,-66.1907,1823316,6611442
202202,166444,1007672,4,2.83,"S","TOA BAJA",18.3896,-66.2074,1823376,6612444
202202,166444,1007673,1,.66,"E","VEGA ALTA",18.42,-66.32,1825200,6619200
202202,166444,1007673,2,.51,"SE","VEGA ALTA",18.4146,-66.3247,1824876,6619482
202202,166444,1007673,3,1.24,"ESE","VEGA ALTA",18.4149,-66.3118,1824894,6618708
202202,166444,1007673,4,1.17,"E","VEGA ALTA",18.4202,-66.3122,1825212,6618732
202202,166444,1008908,1,3.2,"WNW","SAN JUAN",18.3948,-66.0963,1823688,665778
202202,166444,1008908,2,3.17,"WNW","SAN JUAN",18.3948,-66.0958,1823688,665748
202202,166444,1008908,3,3.16,"WNW","SAN JUAN",18.3937,-66.0959,1823622,665754
202202,166444,1008908,4,3.18,"WNW","SAN JUAN",18.3939,-66.0962,1823634,665772
202202,166444,1008909,1,2.96,"NE","SAN JUAN",18.4127,-66.0207,1824762,661242
202202,166444,1008909,2,2.95,"NE","SAN JUAN",18.4124,-66.0207,1824744,661242
202202,166444,1008909,3,2.97,"NE","SAN JUAN",18.4125,-66.0203,1824750,661218
202202,166444,1008909,4,2.98,"NE","SAN JUAN",18.4127,-66.0204,1824762,661224
202202,166444,1008910,1,5.01,"NNW","BAYAMON",18.42,-66.19,1825200,6611400
202202,166444,1008910,2,4.99,"NNW","BAYAMON",18.4194,-66.1908,1825164,6611448
202202,166444,1008910,3,4.94,"NNW","BAYAMON",18.4193,-66.1884,1825158,6611304
202202,166444,1008910,4,4.99,"NNW","BAYAMON",18.42,-66.1884,1825200,6611304
202202,166444,1008911,1,5.01,"NNW","BAYAMON",18.42,-66.19,1825200,6611400
202202,166444,1008911,2,4.91,"N","BAYAMON",18.4201,-66.1826,1825206,6610956
202202,166444,1008911,3,4.76,"N","BAYAMON",18.4179,-66.1825,1825074,6610950
202202,166444,1008911,4,4.92,"NNW","BAYAMON",18.4186,-66.1901,1825116,6611406
202202,166444,1008912,1,2.86,"NE","SAN JUAN",18.41,-66.02,1824600,661200
202202,166444,1008912,2,2.83,"NE","SAN JUAN",18.4103,-66.0211,1824618,661266
202202,166444,1008912,3,2.76,"NE","SAN JUAN",18.4091,-66.0211,1824546,661266
202202,166444,1008912,4,2.82,"NE","SAN JUAN",18.4092,-66.0199,1824552,661194
202202,166444,1008913,1,4.15,"N","SAN JUAN",18.44,-66.05,1826400,663000
202202,166444,1008913,2,4.16,"N","SAN JUAN",18.4403,-66.0502,1826418,663012
202202,166444,1008913,3,3.99,"N","SAN JUAN",18.4377,-66.0528,1826262,663168
202202,166444,1008913,4,3.93,"N","SAN JUAN",18.4369,-66.0513,1826214,663078
202202,166444,1008914,1,7.33,"NW","GUAYNABO",18.402,-66.112,1824120,666720
202202,166444,1008914,2,7.17,"NW","GUAYNABO",18.4032,-66.1075,1824192,666450
202202,166444,1008914,3,6.75,"NW","GUAYNABO",18.3978,-66.1041,1823868,666246
202202,166444,1008914,4,7.01,"NW","GUAYNABO",18.3963,-66.1108,1823778,666648
202202,166444,1008915,1,9.16,"ESE","DORADO",18.3946,-66.1454,1823676,668724
202202,166444,1008915,2,9.32,"ESE","DORADO",18.3945,-66.1429,1823670,668574
202202,166444,1008915,3,9.37,"ESE","DORADO",18.3921,-66.1428,1823526,668568
202202,166444,1008915,4,9.15,"ESE","DORADO",18.3923,-66.1461,1823538,668766
202202,166444,1008916,1,2.08,"WNW","CAROLINA",18.38,-65.98,1822800,6558800
202202,166444,1008916,2,2.18,"WNW","CAROLINA",18.3836,-65.98,1823016,6558800
202202,166444,1008916,3,2.07,"WNW","CAROLINA",18.3842,-65.9778,1823052,6558668
202202,166444,1008916,4,1.92,"WNW","CAROLINA",18.381,-65.977,1822860,6558620
202202,166444,1008917,1,4.24,"NNW","BAYAMON",18.4078,-66.1917,1824468,6611502
202202,166444,1008917,2,4.11,"NNW","BAYAMON",18.406,-66.1911,1824360,6611466
202202,166444,1008917,3,4.1,"NNW","BAYAMON",18.407,-66.1874,1824420,6611244
202202,166495,1007282,3,2.35,"W","FT DEPOSIT ARPT",31.967,-86.62,3158020,8637200
202202,166495,1007282,4,4.26,"ESE","LOGAN",31.967,-86.409,3158020,8624540
202202,166495,1007283,1,3.24,"ENE","MITCHELL",32.272,-85.881,3216320,8552860
202202,166495,1007283,2,3.55,"WNW","MITCHELL",32.27,-85.986,3216200,8559160
202202,166495,1007283,3,3.95,"WSW","HECTOR",32.108,-85.996,326480,8559760
202202,166495,1007283,4,.85,"NW","SIMSVILLE",32.108,-85.881,326480,8552860
202202,166495,1007284,1,3.28,"SSW","POLECAT SPGS",32.354,-85.914,3221240,8554840
202202,166495,1007284,2,2.35,"S","EDWARDS",32.236,-85.8,3214160,8548000
202202,166495,1007284,3,1.52,"SSE","SOCIETY HILL",32.41,-85.439,3224600,8526340
202202,166495,1007284,4,4.4,"N","SOCIETY HILL",32.493,-85.439,3229580,8526340
202202,166495,1007285,1,1.63,"SSW","BEEHIVE",32.527,-85.556,3231620,8533360
202202,166495,1007285,2,.81,"SSW","HALAWAKA",32.659,-85.175,3239540,8510500
202202,166495,1007285,3,2.74,"NW","STONEWALL",32.599,-85.082,3235940,854920
202202,166495,1007285,4,3.27,"SSW","SMITHS",32.474,-85.083,3228440,854980
202202,166495,1007285,5,.64,"E","BUPREE",32.47,-85.339,3228200,8520340
202202,166495,1007285,6,1.19,"SE","MARVYN",32.416,-85.338,3224960,8520280
202202,166495,1007285,7,4.82,"WSW","MARVYN",32.416,-85.431,3224960,8525860
202202,166495,1007285,8,2.85,"SW","MITCHELL XRD",32.502,-85.436,3230120,8526160
202202,166495,1007291,1,5.25,"WNW","UCHEE",32.383,-85.431,3222980,8525860
202202,166495,1007291,2,.98,"NNE","BRICKYARD",32.412,-84.991,3224720,8459460
202202,166495,1007291,3,1.07,"E","LADONIA",32.473,-85.052,3228380,853120
202202,166495,1007291,4,4.72,"NW","UNLAND",32.473,-85.331,3228380,8519860
202202,166495,1007291,5,3.05,"WSW","UNLAND",32.41,-85.331,3224600,8519860
202202,166495,1007291,6,5.94,"NW","UCHEE",32.401,-85.432,3224060,8525920
202202,166501,1007172,1,0,"N","RICHTON",31.35,-88.95,3121000,8857000
202202,166501,1007173,1,2,"S","CLARA",31.5511,-88.7,3133066,8842000
202202,166501,1007174,1,4.62,"ESE","COUNTY LINE",31.39,-88.5,3123400,8830000
202202,166501,1007175,1,0,"N","DENHAM",31.65,-88.53,3139000,8831800
202202,166501,1007176,1,3,"E","RUNNELSTOWN",31.38,-89.0691,3122800,894146
202202,166501,1007176,2,2.77,"E","RUNNELSTOWN",31.3764,-89.0732,3122584,894392
202202,166501,1007176,3,3.09,"E","RUNNELSTOWN",31.3752,-89.0679,3122512,894074
202202,166501,1007176,4,3.4,"E","RUNNELSTOWN",31.3768,-89.0624,3122608,893744
202202,166501,1009691,1,3,"ENE","EVANSTON",30.9366,-88.5232,3056196,8831392
202202,166501,1009691,2,2,"WSW","LUCEDALE",30.9062,-88.6098,3054372,8836588
202202,166501,1009691,3,2.2,"SE","EVANSTON",30.8973,-88.544,3053838,8832640
202202,166501,1009691,4,2.75,"E","EVANSTON",30.9167,-88.5238,3055002,8831428
202202,166525,1008691,1,3.84,"NE","STERLING",33.595,-87.541,3335700,8732460
202202,166525,1008691,2,4.95,"NE","STERLING",33.605,-87.525,3336300,8731500
202202,166525,1008692,1,4.5,"S","ALTA",33.605,-87.525,3336300,8731500
202202,166525,1008692,2,3.44,"SSE","ALTA",33.628,-87.498,3337680,8729880
202202,166525,1008693,1,1.76,"ESE","BESSIE",33.645,-87,3338700,8700
202202,166525,1008693,2,1.48,"NW","DIVIDE",33.686,-86.937,3341160,8656220
202202,166525,1008694,1,5.5,"NE","QUITO",33.4284,-86.6744,3325704,8640464
202202,166525,1008694,2,4.01,"WSW","DUNAVANT",33.468,-86.618,3328080,8637080
202202,166525,1008698,1,.71,"ESE","COOLEY",33.468,-86.618,3328080,8637080
202202,166525,1008698,2,1.9,"E","LEEDS",33.549,-86.517,3332940,8631020
202202,166525,1008701,1,2.35,"SSW","MOODY",33.549,-86.517,3332940,8631020
202202,166525,1008701,2,2.12,"SSW","MOODY",33.551,-86.512,3333060,8630720
202202,166525,1008705,1,0,"N","TUSCALOOSA",33.2,-87.57,3312000,8734200
202202,166525,1008712,1,4.97,"NW","RALPH",33.097,-87.835,335820,8750100
